Activity,time,seconds_elapsed,level,frequency,capabilities,BSSID,SSID
Classroom,1.78E+18,-0.001,-76,2412,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:5f:63,(hidden SSID)
Classroom,1.78E+18,-0.001,-77,5200,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],d0:d3:e0:8e:af:33,(hidden SSID)
Classroom,1.78E+18,-0.001,-77,5200,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],d0:d3:e0:8e:af:34,tuiot
Classroom,1.78E+18,-0.001,-77,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],d0:d3:e0:8e:af:31,tusecurewireless
Classroom,1.78E+18,-0.001,-81,5200,[RSN-OWE_TRANSITION-CCMP-128][ESS],d0:d3:e0:8e:af:32,tuguestwireless
Classroom,1.78E+18,-0.001,-59,5680,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:f6:33,(hidden SSID)
Classroom,1.78E+18,-0.001,-59,5680,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:f6:32,tuguestwireless
Classroom,1.78E+18,-0.001,-77,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],d0:d3:e0:8e:af:30,eduroam
Classroom,1.78E+18,-0.001,-59,5680,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:f6:34,tuiot
Classroom,1.78E+18,-0.001,-68,2412,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:5f:62,tuguestwireless
Classroom,1.78E+18,-0.001,-71,2412,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:61,tusecurewireless
Classroom,1.78E+18,-0.001,-59,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:31,tusecurewireless
Classroom,1.78E+18,-0.001,-76,2412,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:60,eduroam
Classroom,1.78E+18,-0.001,-59,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:30,eduroam
Classroom,1.78E+18,-0.001,-37,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:b0,eduroam
Classroom,1.78E+18,-0.001,-37,5220,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7f:01:b2,tuguestwireless
Classroom,1.78E+18,-0.001,-37,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:b1,tusecurewireless
Classroom,1.78E+18,-0.001,-39,5220,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:01:b4,tuiot
Classroom,1.78E+18,-0.001,-77,5500,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:de:04,tuiot
Classroom,1.78E+18,-0.001,-81,5640,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:60:10,eduroam
Classroom,1.78E+18,-0.001,-77,5640,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:60:12,tuguestwireless
Classroom,1.78E+18,-0.001,-77,5640,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:60:11,tusecurewireless
Classroom,1.78E+18,-0.001,-77,5640,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:60:14,tuiot
Classroom,1.78E+18,-0.001,-81,5640,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:60:13,(hidden SSID)
Classroom,1.78E+18,-0.001,-87,5180,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:2c:30,eduroam
Classroom,1.78E+18,-0.001,-87,5180,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:2c:31,tusecurewireless
Classroom,1.78E+18,-0.001,-87,5180,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:2c:32,tuguestwireless
Classroom,1.78E+18,-0.001,-87,5180,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:2c:33,(hidden SSID)
Classroom,1.78E+18,-0.001,-87,5180,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:2c:34,tuiot
Classroom,1.78E+18,-0.001,-69,5540,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:18:94,tuiot
Classroom,1.78E+18,-0.001,-81,5220,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:f1:c4,tuiot
Classroom,1.78E+18,-0.001,-69,5540,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:18:92,tuguestwireless
Classroom,1.78E+18,-0.001,-87,5220,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:f1:c3,(hidden SSID)
Classroom,1.78E+18,-0.001,-68,5540,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:18:93,(hidden SSID)
Classroom,1.78E+18,-0.001,-87,5220,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:f1:c2,tuguestwireless
Classroom,1.78E+18,-0.001,-68,5540,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:18:90,eduroam
Classroom,1.78E+18,-0.001,-87,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f1:c1,tusecurewireless
Classroom,1.78E+18,-0.001,-68,5540,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:18:91,tusecurewireless
Classroom,1.78E+18,-0.001,-61,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:c1,tusecurewireless
Classroom,1.78E+18,-0.001,-61,2462,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:01:c0,eduroam
Classroom,1.78E+18,-0.001,-87,5220,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f1:c0,eduroam
Classroom,1.78E+18,-0.001,-61,2462,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:01:c4,tuiot
Classroom,1.78E+18,40.00999976,-70,5240,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:36:54,tuiot
Classroom,1.78E+18,40.00999976,-64,5600,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:e5:e4,tuiot
Classroom,1.78E+18,40.00999976,-70,5240,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:36:51,tusecurewireless
Classroom,1.78E+18,40.00999976,-63,5600,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:e5:e3,(hidden SSID)
Classroom,1.78E+18,40.00999976,-70,5240,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:36:50,eduroam
Classroom,1.78E+18,40.00999976,-63,5600,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:e5:e2,tuguestwireless
Classroom,1.78E+18,40.00999976,-75,5280,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:ae:44,tuiot
Classroom,1.78E+18,40.00999976,-70,5240,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:36:53,(hidden SSID)
Classroom,1.78E+18,40.00999976,-63,5600,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:e1,tusecurewireless
Classroom,1.78E+18,40.00999976,-70,5240,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:36:52,tuguestwireless
Classroom,1.78E+18,40.00999976,-63,5600,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:e0,eduroam
Classroom,1.78E+18,40.00999976,-75,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:40,eduroam
Classroom,1.78E+18,40.00999976,-75,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:41,tusecurewireless
Classroom,1.78E+18,40.00999976,-75,5280,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:ae:42,tuguestwireless
Classroom,1.78E+18,40.00999976,-64,5520,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:5f:74,tuiot
Classroom,1.78E+18,40.00999976,-67,5640,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:cb:74,tuiot
Classroom,1.78E+18,40.00999976,-60,5280,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:f6:44,tuiot
Classroom,1.78E+18,40.00999976,-61,5280,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:f6:43,(hidden SSID)
Classroom,1.78E+18,40.00999976,-59,5300,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:e5:f4,tuiot
Classroom,1.78E+18,40.00999976,-61,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:40,eduroam
Classroom,1.78E+18,40.00999976,-73,5680,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:ae:32,tuguestwireless
Classroom,1.78E+18,40.00999976,-64,5520,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:5f:72,tuguestwireless
Classroom,1.78E+18,40.00999976,-59,5300,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:e5:f2,tuguestwireless
Classroom,1.78E+18,40.00999976,-60,5280,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:f6:42,tuguestwireless
Classroom,1.78E+18,40.00999976,-64,5520,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:71,tusecurewireless
Classroom,1.78E+18,40.00999976,-75,5680,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:ae:34,tuiot
Classroom,1.78E+18,40.00999976,-58,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:f1,tusecurewireless
Classroom,1.78E+18,40.00999976,-61,5280,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:f6:41,tusecurewireless
Classroom,1.78E+18,40.00999976,-64,5520,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5f:70,eduroam
Classroom,1.78E+18,40.00999976,-58,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:e5:f0,eduroam
Classroom,1.78E+18,40.00999976,-73,5300,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:de:14,tuiot
Classroom,1.78E+18,40.00999976,-73,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:30,eduroam
Classroom,1.78E+18,40.00999976,-75,5300,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:de:12,tuguestwireless
Classroom,1.78E+18,40.00999976,-73,5680,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:ae:31,tusecurewireless
Classroom,1.78E+18,40.00999976,-75,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:de:11,tusecurewireless
Classroom,1.78E+18,40.00999976,-75,5300,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:de:10,eduroam
Classroom,1.78E+18,40.00999976,-73,5540,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],94:83:c4:53:42:e4,(hidden SSID)
Classroom,1.78E+18,40.00999976,-73,5560,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:80:34,tuiot
Classroom,1.78E+18,40.00999976,-75,5560,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:80:33,(hidden SSID)
Classroom,1.78E+18,40.00999976,-73,5560,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:80:30,eduroam
Classroom,1.78E+18,40.00999976,-73,5560,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:80:32,tuguestwireless
Classroom,1.78E+18,40.00999976,-73,5560,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:80:31,tusecurewireless
Classroom,1.78E+18,40.00999976,-67,5320,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:cb:84,tuiot
Classroom,1.78E+18,40.00999976,-68,5320,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:cb:83,(hidden SSID)
Classroom,1.78E+18,40.00999976,-68,5320,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:cb:82,tuguestwireless
Classroom,1.78E+18,40.00999976,-87,5260,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7f:10:54,tuiot
Classroom,1.78E+18,40.00999976,-77,5765,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5d:b0,eduroam
Classroom,1.78E+18,40.00999976,-87,5260,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7f:10:52,tuguestwireless
Classroom,1.78E+18,40.00999976,-81,5620,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:34:b2,tuguestwireless
Classroom,1.78E+18,40.00999976,-77,5765,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:5d:b4,tuiot
Classroom,1.78E+18,40.00999976,-81,5620,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:34:b4,tuiot
Classroom,1.78E+18,40.00999976,-87,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7f:10:51,tusecurewireless
Classroom,1.78E+18,40.00999976,-77,5765,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:5d:b3,(hidden SSID)
Classroom,1.78E+18,40.00999976,-87,5620,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:34:b3,(hidden SSID)
Classroom,1.78E+18,40.00999976,-77,5765,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:5d:b2,tuguestwireless
Classroom,1.78E+18,40.00999976,-77,5765,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:5d:b1,tusecurewireless
Classroom,1.78E+18,40.00999976,-67,5320,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:cb:81,tusecurewireless
Classroom,1.78E+18,40.00999976,-68,5320,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:cb:80,eduroam
Classroom,1.78E+18,40.00999976,-68,5660,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:31:b4,tuiot
Classroom,1.78E+18,40.00999976,-70,5700,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:56:14,tuiot
Classroom,1.78E+18,40.00999976,-87,5600,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:a4:11,tusecurewireless
Classroom,1.78E+18,40.00999976,-81,5600,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:a4:10,eduroam
Classroom,1.78E+18,40.00999976,-70,5700,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:56:12,tuguestwireless
Classroom,1.78E+18,40.00999976,-81,5600,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:a4:13,(hidden SSID)
Classroom,1.78E+18,40.00999976,-70,5700,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:56:13,(hidden SSID)
Classroom,1.78E+18,40.00999976,-87,5600,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:a4:12,tuguestwireless
Classroom,1.78E+18,40.00999976,-70,5700,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:56:10,eduroam
Classroom,1.78E+18,40.00999976,-70,5700,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:56:11,tusecurewireless
Classroom,1.78E+18,40.00999976,-87,5600,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:a4:14,tuiot
Classroom,1.78E+18,40.00999976,-81,5785,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:b6:70,eduroam
Classroom,1.78E+18,40.00999976,-77,5785,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:b6:71,tusecurewireless
Classroom,1.78E+18,40.00999976,-60,5540,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:3d:b4,tuiot
Classroom,1.78E+18,40.00999976,-81,5785,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:b6:72,tuguestwireless
Classroom,1.78E+18,40.00999976,-58,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:1b:71,tusecurewireless
Classroom,1.78E+18,40.00999976,-61,5540,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:3d:b1,tusecurewireless
Classroom,1.78E+18,40.00999976,-58,5260,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:1b:70,eduroam
Classroom,1.78E+18,40.00999976,-60,5540,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:3d:b2,tuguestwireless
Classroom,1.78E+18,40.00999976,-81,5785,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:b6:74,tuiot
Classroom,1.78E+18,40.00999976,-58,5260,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:1b:72,tuguestwireless
Classroom,1.78E+18,40.00999976,-61,5540,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:3d:b0,eduroam
Classroom,1.78E+18,40.00999976,-58,5260,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:1b:74,tuiot
Classroom,1.78E+18,40.00999976,-68,5660,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:31:b2,tuguestwireless
Classroom,1.78E+18,40.00999976,-68,5660,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:31:b1,tusecurewireless
Classroom,1.78E+18,40.00999976,-68,5660,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:31:b0,eduroam
Classroom,1.78E+18,40.00999976,-68,5200,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:84:54,tuiot
Classroom,1.78E+18,40.00999976,-73,5620,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:d6:b0,eduroam
Classroom,1.78E+18,40.00999976,-75,5745,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:b3:14,tuiot
Classroom,1.78E+18,40.00999976,-66,5580,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],1c:28:af:2e:34:74,tuiot
Classroom,1.78E+18,40.00999976,-68,5200,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:84:53,(hidden SSID)
Classroom,1.78E+18,40.00999976,-68,5200,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:84:52,tuguestwireless
Classroom,1.78E+18,40.00999976,-73,5620,[RSN-OWE_TRANSITION-CCMP-128][ESS],9c:8c:d8:7e:d6:b2,tuguestwireless
Classroom,1.78E+18,40.00999976,-75,5745,[RSN-OWE_TRANSITION-CCMP-128][ESS],1c:28:af:2e:b3:12,tuguestwireless
Classroom,1.78E+18,40.00999976,-68,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:84:51,tusecurewireless
Classroom,1.78E+18,40.00999976,-73,5620,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],9c:8c:d8:7e:d6:b1,tusecurewireless
Classroom,1.78E+18,40.00999976,-75,5745,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],1c:28:af:2e:b3:13,(hidden SSID)
Classroom,1.78E+18,40.00999976,-68,5200,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:84:50,eduroam
Classroom,1.78E+18,40.00999976,-71,5620,[WPA2-PSK-CCMP-128][RSN-PSK+FT/PSK+SAE+FT/SAE-CCMP-128][ESS][MFPC],9c:8c:d8:7e:d6:b4,tuiot
Classroom,1.78E+18,40.00999976,-75,5745,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:b3:10,eduroam
Classroom,1.78E+18,40.00999976,-71,5620,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],9c:8c:d8:7e:d6:b3,(hidden SSID)
Classroom,1.78E+18,40.00999976,-75,5745,[WPA2-EAP/SHA1+FT/EAP-CCMP-128][RSN-EAP/SHA1+FT/EAP-CCMP-128][ESS],1c:28:af:2e:b3:11,tusecurewireless
